Device,Constraint,Timeout,MER,SL,BC
9803/9805|fd34::0017:0d00:0030:e3ca,0.5,55.0,0.45070422535211263,0.63,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.6,55.1,0.23239436619718312,0.66,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.7,55.1,0.23239436619718312,0.66,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.8,55.4,0.15140845070422537,0.85,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.9,55.9,0.06338028169014087,1.24,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,1.0,55.9,0.0,45.06,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.1,111.17,0.8918918918918919,0.3,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.2,111.37,0.6283783783783784,0.18,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.3,111.37,0.6283783783783784,0.18,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.4,111.47,0.30405405405405406,0.18,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.5,111.47,0.30405405405405406,0.18,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.6,111.47,0.30405405405405406,0.18,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.7,111.57,0.1351351351351351,0.24,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.8,111.57,0.1351351351351351,0.24,0.0
3302/5500|fd34::0017:0d00:0030:e69f,0.9,111.67,0.060810810810810856,0.32,0.0
3302/5500|fd34::0017:0d00:0030:e69f,1.0,111.67,0.0,1.78,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.1,108.82,0.8758620689655172,1.05,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.2,109.42,0.7310344827586207,0.67,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.3,109.52,0.6620689655172414,0.63,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.4,109.62,0.5793103448275863,0.61,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.5,109.82,0.4413793103448276,0.61,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.6,110.02,0.29655172413793107,0.65,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.7,110.12,0.24137931034482762,0.69,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.8,110.42,0.1448275862068965,0.87,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,0.9,110.82,0.07586206896551728,1.19,0.0
3302/5500|fd34::0017:0d00:0030:e6a6,1.0,110.82,0.0,2.36,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.1,108.88,0.8716216216216216,0.27,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.2,108.98,0.722972972972973,0.21,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.3,109.08,0.5202702702702703,0.18,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.4,109.08,0.5202702702702703,0.18,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.5,109.18,0.33108108108108103,0.19,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.6,109.18,0.33108108108108103,0.19,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.7,109.28,0.20945945945945943,0.24,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.8,109.38,0.08783783783783783,0.31,0.0
3303/5702|fd34::0017:0d00:0030:e72d,0.9,109.38,0.08783783783783783,0.31,0.0
3303/5702|fd34::0017:0d00:0030:e72d,1.0,109.38,0.0,0.92,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.1,54.15,0.78,0.64,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.2,54.25,0.5700000000000001,0.6,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.3,54.25,0.5700000000000001,0.6,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.4,54.35,0.3966666666666666,0.61,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.5,54.35,0.3966666666666666,0.61,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.6,54.45,0.28,0.64,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.7,54.55,0.15000000000000002,0.7,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.8,54.55,0.15000000000000002,0.7,0.0
3303/5702|fd34::0017:0d00:0030:e947,0.9,54.85,0.06999999999999995,0.94,0.0
3303/5702|fd34::0017:0d00:0030:e947,1.0,54.85,0.0,50.8,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.1,8.85,0.6903553299492386,0.98,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.2,9.05,0.607445008460237,0.92,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.3,9.15,0.5758601240834743,0.9,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.4,9.25,0.5352509870276367,0.89,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.5,9.65,0.3513818386914833,0.94,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.6,9.95,0.22786238014664406,1.07,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.7,10.25,0.11562323745064862,1.25,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.8,10.55,0.07727016356457983,1.49,0.0
9803/9805|fd34::0017:0d00:0030:e95e,0.9,11.55,0.03327693175408908,2.38,0.0
9803/9805|fd34::0017:0d00:0030:e95e,1.0,11.55,0.0,37.3,0.0
